https://www.random.org/integers/?num=435&min=1&max=100&col=1&base=10&format=plain&rnd=date.2021-02-18
66,9,37,52,4,28,25,69,3,1,49,89,52,61,37,98,36,77,2,12,11,98,27,96,75,66,40,84,77,25,44,61,68,55,84,2,88,16,6,57,70,77,91,51,19,38,19,63,11,68,55,63,16,11,57,87,26,49,18,77,20,62,25,73,92,36,44,45,47,99,54,95,73,46,71,56,54,27,32,41,19,55,27,65,33,14,22,92,85,43,46,76,65,87,78,21,40,93,99,51,96,85,93,23,87,12,66,49,69,90,9,10,46,92,27,18,95,42,99,34,87,58,71,16,53,13,37,71,67,99,35,41,63,23,35,99,31,30,48,34,81,94,33,13,80,10,27,99,32,20,27,100,26,12,67,78,92,39,21,91,21,20,22,43,33,43,64,33,45,30,60,25,12,42,12,100,43,8,17,73,65,5,54,22,23,23,33,54,30,23,65,25,57,24,9,36,71,79,18,48,46,69,70,59,15,82,63,86,65,30,32,90,13,26,70,22,96,14,57,80,16,84,17,5,4,8,95,31,36,64,72,67,42,67,7,12,25,86,71,13,99,18,67,68,75,63,92,6,74,78,43,75,79,14,66,38,62,78,98,62,23,60,13,55,51,53,50,41,74,89,93,77,82,33,43,98,72,7,15,77,10,4,8,79,7,81,76,72,15,32,79,87,17,26,99,24,64,25,56,74,50,46,24,26,50,37,49,66,83,4,60,6,63,54,54,13,33,61,72,33,33,71,65,70,86,91,2,85,41,38,95,42,26,71,63,23,70,50,38,51,65,87,40,57,8,96,5,46,26,62,21,2,96,31,95,65,3,79,51,71,71,49,11,46,50,90,16,70,37,52,28,48,82,91,9,43,66,13,55,84,100,23,58,88,90,69,97,79,92,84,1,21,10,52,21,49,52,90,12,58,12,6,60,72,91,96,63,21,22,83,87,13,97,87,70,38,75,3,74,36,1,13,93,78,45,57,34,9,12,25,21,71,81,2,57

1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,66,9,37,52,4,28,25,69,3,1,49,89,52,61,37,98,36,77,2,12,11,98,27,96,75,66,40,84,77
66,0,25,44,61,68,55,84,2,88,16,6,57,70,77,91,51,19,38,19,63,11,68,55,63,16,11,57,87,26
9,25,0,49,18,77,20,62,25,73,92,36,44,45,47,99,54,95,73,46,71,56,54,27,32,41,19,55,27,65
37,44,49,0,33,14,22,92,85,43,46,76,65,87,78,21,40,93,99,51,96,85,93,23,87,12,66,49,69,90
52,61,18,33,0,9,10,46,92,27,18,95,42,99,34,87,58,71,16,53,13,37,71,67,99,35,41,63,23,35
4,68,77,14,9,0,99,31,30,48,34,81,94,33,13,80,10,27,99,32,20,27,100,26,12,67,78,92,39,21
28,55,20,22,10,99,0,91,21,20,22,43,33,43,64,33,45,30,60,25,12,42,12,100,43,8,17,73,65,5
25,84,62,92,46,31,91,0,54,22,23,23,33,54,30,23,65,25,57,24,9,36,71,79,18,48,46,69,70,59
69,2,25,85,92,30,21,54,0,15,82,63,86,65,30,32,90,13,26,70,22,96,14,57,80,16,84,17,5,4
3,88,73,43,27,48,20,22,15,0,8,95,31,36,64,72,67,42,67,7,12,25,86,71,13,99,18,67,68,75
1,16,92,46,18,34,22,23,82,8,0,63,92,6,74,78,43,75,79,14,66,38,62,78,98,62,23,60,13,55
49,6,36,76,95,81,43,23,63,95,63,0,51,53,50,41,74,89,93,77,82,33,43,98,72,7,15,77,10,4
89,57,44,65,42,94,33,33,86,31,92,51,0,8,79,7,81,76,72,15,32,79,87,17,26,99,24,64,25,56
52,70,45,87,99,33,43,54,65,36,6,53,8,0,74,50,46,24,26,50,37,49,66,83,4,60,6,63,54,54
61,77,47,78,34,13,64,30,30,64,74,50,79,74,0,13,33,61,72,33,33,71,65,70,86,91,2,85,41,38
37,91,99,21,87,80,33,23,32,72,78,41,7,50,13,0,95,42,26,71,63,23,70,50,38,51,65,87,40,57
98,51,54,40,58,10,45,65,90,67,43,74,81,46,33,95,0,8,96,5,46,26,62,21,2,96,31,95,65,3
36,19,95,93,71,27,30,25,13,42,75,89,76,24,61,42,8,0,79,51,71,71,49,11,46,50,90,16,70,37
77,38,73,99,16,99,60,57,26,67,79,93,72,26,72,26,96,79,0,52,28,48,82,91,9,43,66,13,55,84
2,19,46,51,53,32,25,24,70,7,14,77,15,50,33,71,5,51,52,0,100,23,58,88,90,69,97,79,92,84
12,63,71,96,13,20,12,9,22,12,66,82,32,37,33,63,46,71,28,100,0,1,21,10,52,21,49,52,90,12
11,11,56,85,37,27,42,36,96,25,38,33,79,49,71,23,26,71,48,23,1,0,58,12,6,60,72,91,96,63
98,68,54,93,71,100,12,71,14,86,62,43,87,66,65,70,62,49,82,58,21,58,0,21,22,83,87,13,97,87
27,55,27,23,67,26,100,79,57,71,78,98,17,83,70,50,21,11,91,88,10,12,21,0,70,38,75,3,74,36
96,63,32,87,99,12,43,18,80,13,98,72,26,4,86,38,2,46,9,90,52,6,22,70,0,1,13,93,78,45
75,16,41,12,35,67,8,48,16,99,62,7,99,60,91,51,96,50,43,69,21,60,83,38,1,0,57,34,9,12
66,11,19,66,41,78,17,46,84,18,23,15,24,6,2,65,31,90,66,97,49,72,87,75,13,57,0,25,21,71
40,57,55,49,63,92,73,69,17,67,60,77,64,63,85,87,95,16,13,79,52,91,13,3,93,34,25,0,81,2
84,87,27,69,23,39,65,70,5,68,13,10,25,54,41,40,65,70,55,92,90,96,97,74,78,9,21,81,0,57
77,26,65,90,35,21,5,59,4,75,55,4,56,54,38,57,3,37,84,84,12,63,87,36,45,12,71,2,57,0
